9.49991506,-9.18275554e-09,-2.87204345e-07,8.81428802e-08,-2.88745017e-08
9.49976238,2.80433946e-09,-3.06220864e-07,1.8473478e-08,-2.86518834e-08
9.4996097,7.42166346e-09,-2.95487351e-07,-5.82113261e-08,-2.72546023e-08
9.49945703,2.56926785e-09,-2.58025792e-07,-1.00525475e-07,-1.44919507e-08
9.49930435,-3.05462761e-09,-2.20230664e-07,-9.61984993e-08,2.18687599e-09
9.49915167,-6.103519e-09,-2.11457407e-07,-7.01174513e-08,4.85960461e-09
9.49899899,-1.2237045e-08,-2.36388266e-07,-5.099092e-08,-1.23503624e-08
9.49884631,-2.29247741e-08,-2.72199377e-07,-4.23976845e-08,-3.30166338e-08
9.49869364,-3.12938901e-08,-2.9315895e-07,-3.49118665e-08,-3.33780347e-08
9.49854096,-3.49886309e-08,-2.92463442e-07,-3.21138127e-08,-5.23937104e-09
9.49838828,-4.11335878e-08,-2.81265885e-07,-4.64848172e-08,3.82653947e-08
9.4982356,-5.20373875e-08,-2.73850499e-07,-7.56126294e-08,7.68545819e-08
9.49808293,-5.67757041e-08,-2.74777539e-07,-1.00669929e-07,9.85737266e-08
9.49793025,-4.61479311e-08,-2.76080129e-07,-1.07965238e-07,1.02249411e-07
9.49777757,-2.80861487e-08,-2.67835815e-07,-9.70452688e-08,9.08334609e-08
9.49762489,-1.80630589e-08,-2.53293907e-07,-6.7862661e-08,6.68146387e-08
9.49747221,-1.88978504e-08,-2.46393919e-07,-1.63260616e-08,3.40139173e-08
9.49731954,-1.91584427e-08,-2.48346507e-07,5.35934354e-08,1.86166783e-09
9.49716686,-8.62026039e-09,-2.37043318e-07,1.26959132e-07,-1.50610245e-08
9.49701418,1.21384179e-08,-1.9381548e-07,1.91980735e-07,-6.6401712e-09
9.4968615,3.4383603e-08,-1.35451611e-07,2.45960473e-07,2.08058713e-08
9.49670883,4.62477374e-08,-1.03152125e-07,2.83694623e-07,4.66310996e-08
9.49655615,3.83994245e-08,-1.18692141e-07,2.92700915e-07,5.63140602e-08
9.49640347,1.2802331e-08,-1.63945286e-07,2.67084356e-07,5.76885375e-08
9.49625079,-1.56893197e-08,-2.03982156e-07,2.17347017e-07,6.91797595e-08
9.49609811,-3.31937775e-08,-2.17413236e-07,1.60958367e-07,9.2969165e-08
9.49594544,-4.05111816e-08,-2.02876135e-07,1.10893867e-07,1.1028932e-07
9.49579276,-4.69853994e-08,-1.70393255e-07,7.60302193e-08,1.06200817e-07
9.49564008,-5.41843413e-08,-1.32878469e-07,6.06570625e-08,8.81165658e-08
9.4954874,-5.44031706e-08,-9.70750919e-08,5.59265919e-08,7.25489666e-08
9.49533473,-4.38051674e-08,-5.84057501e-08,4.10652462e-08,6.25660049e-08
9.49518205,-2.75850329e-08,-1.20694335e-08,2.33488107e-09,4.91821132e-08
9.49502937,-1.14823027e-08,2.98838696e-08,-5.32060467e-08,3.01102727e-08
9.49487669,2.95380034e-09,4.37660445e-08,-1.06542471e-07,1.53765154e-08
9.49472402,1.27458187e-08,2.1160606e-08,-1.42745839e-07,1.47409371e-08
9.49457134,1.18009941e-08,-1.79895804e-08,-1.56214693e-07,2.8415476e-08
9.49441866,-8.99116426e-10,-4.3720552e-08,-1.51081974e-07,5.01157495e-08
9.49426598,-1.76175694e-08,-4.14827072e-08,-1.42601267e-07,7.09544479e-08
9.4941133,-3.08766793e-08,-1.92238894e-08,-1.47872958e-07,7.97516216e-08
9.49396063,-4.18491317e-08,2.39314574e-10,-1.67185634e-07,6.80525948e-08
9.49380795,-5.57861451e-08,-8.45488149e-09,-1.83299184e-07,3.81234281e-08
9.49365527,-7.22757268e-08,-5.56671639e-08,-1.86694926e-07,1.0636953e-09
9.49350259,-8.37421088e-08,-1.2363536e-07,-1.90628963e-07,-3.43007976e-08
9.49334992,-8.22399627e-08,-1.79164406e-07,-2.09264841e-07,-6.62914064e-08
9.49319724,-6.62063675e-08,-2.06770317e-07,-2.2947244e-07,-9.52287367e-08
9.49304456,-4.22589283e-08,-2.23112791e-07,-2.20113169e-07,-1.20340229e-07
9.49289188,-2.07262072e-08,-2.53076744e-07,-1.68210057e-07,-1.4187977e-07
9.4927392,-6.99742197e-09,-2.98629511e-07,-9.41459833e-08,-1.58633959e-07
9.49258653,2.3274293e-09,-3.37578782e-07,-2.97602261e-08,-1.62397805e-07
9.49243385,1.16226254e-08,-3.45902324e-07,1.12076861e-08,-1.4390303e-07
9.49228117,1.6433558e-08,-3.133602e-07,4.08792582e-08,-1.07698733e-07
9.49212849,7.70418424e-09,-2.43649408e-07,8.1430563e-08,-7.29108587e-08
9.49197582,-1.41015958e-08,-1.51280609e-07,1.41358751e-07,-5.39083506e-08
9.49182314,-3.63601033e-08,-5.92854454e-08,2.04202797e-07,-4.64898724e-08
9.49167046,-4.8007127e-08,8.15749095e-09,2.42844971e-07,-3.80668864e-08
9.49151778,-4.91317879e-08,3.62970963e-08,2.45972754e-07,-2.45119625e-08
9.4913651,-4.41309485e-08,2.48249569e-08,2.24529447e-07,-9.81307757e-09
9.49121243,-3.37067288e-08,-1.48073741e-08,1.91897806e-07,5.2399685e-09
9.49105975,-2.03134115e-08,-6.58057466e-08,1.50648768e-07,2.43757463e-08
9.49090707,-1.48731574e-08,-1.13494381e-07,1.05148876e-07,4.71632309e-08
9.49075439,-2.78859865e-08,-1.50321708e-07,7.17532325e-08,6.70731031e-08
9.49060172,-5.46679499e-08,-1.7367635e-07,6.07807914e-08,7.9470338e-08
9.49044904,-7.68747131e-08,-1.79720219e-07,5.73540921e-08,8.61804974e-08
9.49029636,-7.97863533e-08,-1.63855839e-07,3.76947698e-08,9.03678594e-08
9.49014368,-6.41176612e-08,-1.29464402e-07,1.12177959e-09,9.06766714e-08
9.489991,-4.18974661e-08,-9.23840929e-08,-2.89339899e-08,8.33659245e-08
9.48983833,-2.56839012e-08,-7.21627497e-08,-3.26929173e-08,6.96723665e-08
9.48968565,-2.0992623e-08,-7.78479067e-08,-8.41545278e-09,5.86340926e-08
9.48953297,-2.35057373e-08,-1.02501832e-07,3.62205349e-08,5.90216549e-08
9.48938029,-2.25855407e-08,-1.31132445e-07,8.74856614e-08,6.66048505e-08
9.48922762,-1.15143705e-08,-1.5425547e-07,1.19816232e-07,6.40240423e-08
9.48907494,5.1297121e-09,-1.73552539e-07,1.08350771e-07,3.99483494e-08
9.48892226,1.7336728e-08,-1.9223684e-07,5.75116848e-08,5.4608252e-09
9.48876958,2.16384819e-08,-2.01081998e-07,4.29944337e-09,-1.8877176e-08
9.48861691,2.22753668e-08,-1.82052749e-07,-1.6144635e-08,-3.18996907e-08
9.48846423,2.13107493e-08,-1.31977419e-07,-5.60408481e-10,-5.32031405e-08
9.48831155,1.47568419e-08,-7.75710582e-08,3.00930192e-08,-8.9570217e-08
9.48815887,8.002388e-10,-5.78715254e-08,5.57302518e-08,-1.15713034e-07
9.48800619,-1.42962103e-08,-9.08271894e-08,6.74019645e-08,-1.03733075e-07
9.48785352,-2.23682285e-08,-1.59787465e-07,6.43029765e-08,-6.24451276e-08
9.48770084,-2.07345469e-08,-2.27585144e-07,5.23735774e-08,-2.88435872e-08
9.48754816,-9.29986843e-09,-2.57406488e-07,4.170028e-08,-2.34766287e-08
9.48739548,1.49262454e-08,-2.27609372e-07,3.82487126e-08,-3.28347914e-08
9.48724281,5.35444405e-08,-1.42483038e-07,4.11781471e-08,-3.67970893e-08
9.48709013,9.82586631e-08,-3.30157244e-08,5.02287865e-08,-3.31182726e-08
9.48693745,1.33287307e-07,6.2069612e-08,6.77748197e-08,-2.65716827e-08
9.48678477,1.48842425e-07,1.22061356e-07,9.00950673e-08,-1.21870123e-08
9.48663209,1.49869779e-07,1.5052708e-07,1.06805048e-07,1.47963274e-08
9.48647942,1.50229477e-07,1.60789879e-07,1.15484903e-07,4.2587397e-08
9.48632674,1.59408788e-07,1.64367563e-07,1.27056859e-07,5.38252703e-08
9.48617406,1.74697654e-07,1.72008607e-07,1.47977137e-07,5.00322451e-08
9.48602138,1.84548413e-07,1.9331201e-07,1.6622669e-07,5.06532993e-08
9.48586871,1.7955063e-07,2.28915531e-07,1.66243968e-07,6.69379698e-08
9.48571603,1.61750477e-07,2.67851606e-07,1.50892884e-07,8.80911709e-08
9.48556335,1.43419372e-07,2.95492187e-07,1.35709123e-07,9.5114006e-08
9.48541067,1.35641152e-07,3.01628046e-07,1.25154054e-07,7.84726877e-08
9.48525799,1.38368828e-07,2.83630786e-07,1.07866835e-07,4.01166598e-08
9.48510532,1.42289099e-07,2.49620232e-07,7.50447214e-08,-1.03374666e-08
9.48495264,1.3862351e-07,2.18731951e-07,3.18062652e-08,-5.44480086e-08
9.48479996,1.24695404e-07,2.11162086e-07,-1.07225098e-08,-6.90900015e-08
9.48464728,1.01408737e-07,2.35957694e-07,-4.37507134e-08,-4.37725649e-08
9.48449461,6.99402057e-08,2.89499776e-07,-5.92982046e-08,6.12284221e-09
9.48434193,3.30064583e-08,3.58018274e-07,-5.20668115e-08,5.02468434e-08
9.48418925,-3.15032747e-09,4.13343823e-07,-2.90990524e-08,6.8924987e-08
9.48403657,-3.11557137e-08,4.16750241e-07,-9.07464242e-09,6.52619113e-08
9.48388389,-4.73306917e-08,3.47243029e-07,-3.8691344e-09,5.38658699e-08
9.48373122,-5.34416798e-08,2.28002356e-07,-5.63493413e-09,4.39003927e-08
9.48357854,-5.38721496e-08,1.10005085e-07,-2.54118123e-10,3.47521895e-08
9.48342586,-5.1530779e-08,2.62249236e-08,8.91997404e-09,2.24566333e-08
9.48327318,-4.61559561e-08,-2.69658758e-08,-6.04971673e-11,4.31720055e-09
9.48312051,-3.59167996e-08,-6.51192468e-08,-4.22567994e-08,-2.2837422e-08
9.48296783,-2.04928633e-08,-9.10204594e-08,-1.04356289e-07,-6.45361174e-08
9.48281515,-3.00453496e-09,-9.90080616e-08,-1.52671847e-07,-1.24533202e-07
9.48266247,1.04232041e-08,-8.66130536e-08,-1.60954562e-07,-1.97081531e-07
9.4825098,1.29798612e-08,-5.32857061e-08,-1.28314697e-07,-2.64734984e-07
9.48235712,6.45932159e-10,-3.07638281e-10,-7.32741022e-08,-3.07469414e-07
9.48220444,-2.43234615e-08,6.05286851e-08,-1.69609317e-08,-3.16801891e-07
9.48205176,-5.27356331e-08,1.09464218e-07,2.62994278e-08,-3.00908836e-07
9.48189908,-7.25646122e-08,1.35904254e-07,4.91172411e-08,-2.75434206e-07
9.48174641,-7.48878846e-08,1.42014713e-07,5.07151417e-08,-2.50970843e-07
9.48159373,-5.70148004e-08,1.27089919e-07,3.743771e-08,-2.30026916e-07
9.48144105,-2.339992e-08,8.58324007e-08,1.78421541e-08,-2.11105417e-07
9.48128837,1.29181157e-08,2.84102366e-08,-5.62357285e-09,-1.89294493e-07
9.4811357,3.28657935e-08,-1.8414823e-08,-3.67110998e-08,-1.54390127e-07
9.48098302,2.42815075e-08,-4.34504624e-08,-7.45482993e-08,-9.7509745e-08
9.48083034,-3.7294465e-09,-6.63509853e-08,-1.06180109e-07,-2.44939823e-08
9.48067766,-2.54349722e-08,-1.03869333e-07,-1.15122119e-07,4.23053315e-08
9.48052498,-2.33573843e-08,-1.36601971e-07,-9.8127343e-08,8.19507865e-08
9.48037231,-5.14940245e-09,-1.30800748e-07,-7.04738598e-08,9.33911372e-08
9.48021963,9.07522472e-09,-8.35259184e-08,-5.22729822e-08,9.1515264e-08
9.48006695,1.11185052e-08,-2.46413816e-08,-4.95243998e-08,8.57277637e-08
9.47991427,8.44510871e-09,2.02510323e-08,-5.01543658e-08,6.75301479e-08
9.4797616,7.61432909e-09,4.816223e-08,-4.01074753e-08,2.1025221e-08
9.47960892,5.95547737e-09,6.38608124e-08,-2.22647211e-08,-5.69387399e-08
9.47945624,1.22831628e-09,6.90018974e-08,-1.57905567e-08,-1.48852846e-07
9.47930356,-1.77256519e-09,6.86891043e-08,-3.52068567e-08,-2.28170317e-07
9.47915088,-2.48719043e-11,7.04459216e-08,-7.37376948e-08,-2.78567444e-07
9.47899821,7.70599961e-10,7.10471164e-08,-1.105668e-07,-3.01652919e-07
9.47884553,-4.09339361e-09,5.81786097e-08,-1.3117669e-07,-3.05534911e-07
9.47869285,-6.98706628e-09,3.06563205e-08,-1.36156625e-07,-2.89349629e-07
9.47854017,4.78999268e-09,5.54997763e-09,-1.34145739e-07,-2.46116575e-07
9.4783875,3.18103016e-08,-8.31205042e-10,-1.34176926e-07,-1.8167007e-07
9.47823482,6.01378053e-08,9.15525376e-09,-1.4335084e-07,-1.20468209e-07
9.47808214,7.73856122e-08,2.03473594e-08,-1.61907711e-07,-8.38847542e-08
9.47792946,8.59063091e-08,2.21797388e-08,-1.77934124e-07,-6.83124814e-08
9.47777678,9.72819316e-08,1.6416545e-08,-1.75617974e-07,-5.48908667e-08
9.47762411,1.16308775e-07,1.2000146e-08,-1.53405328e-07,-3.7209969e-08
9.47747143,1.33915475e-07,1.47982585e-08,-1.27045567e-07,-2.66545578e-08
9.47731875,1.37175644e-07,2.08637679e-08,-1.09665699e-07,-3.03538203e-08
9.47716607,1.24799066e-07,2.19397623e-08,-9.59142556e-08,-3.79832766e-08
9.4770134,1.09038234e-07,2.00873229e-08,-7.31472602e-08,-3.57903754e-08
9.47686072,1.0075684e-07,2.96909041e-08,-4.2775073e-08,-2.22209826e-08
9.47670804,9.72964119e-08,5.59703321e-08,-2.05766953e-08,-2.17025111e-09
9.47655536,9.00358215e-08,7.74396149e-08,-1.64290556e-08,2.44070198e-08
9.47640268,7.91604322e-08,6.47925173e-08,-2.16629504e-08,5.82806664e-08
9.47625001,7.1211174e-08,1.94006625e-08,-1.8752142e-08,9.22871023e-08
9.47609733,6.34013983e-08,-1.95280949e-08,4.90063699e-10,1.17507622e-07
9.47594465,4.30018339e-08,-1.33385979e-08,2.76353182e-08,1.34072881e-07
9.47579197,6.52415095e-09,3.59630633e-08,4.60622562e-08,1.46262489e-07
9.4756393,-3.15890115e-08,8.80347312e-08,4.64239384e-08,1.50539629e-07
9.47548662,-5.64938375e-08,1.02077513e-07,3.55935936e-08,1.39373565e-07
9.47533394,-6.97673174e-08,6.90877467e-08,3.00251966e-08,1.15580565e-07
9.47518126,-7.99604806e-08,1.11388567e-08,3.91390227e-08,9.14035094e-08
9.47502859,-8.47704254e-08,-4.39738076e-08,5.56838374e-08,7.11738054e-08
9.47487591,-7.42133146e-08,-8.35799702e-08,6.18018663e-08,4.45165113e-08
9.47472323,-4.67225648e-08,-1.08322869e-07,4.27762614e-08,1.70440149e-09
9.47457055,-1.10105668e-08,-1.19932073e-07,-1.6618618e-09,-4.96271722e-08
9.47441787,2.44674382e-08,-1.21715498e-07,-5.1728197e-08,-8.70277394e-08
9.4742652,5.26599167e-08,-1.27682499e-07,-7.41879099e-08,-9.01354719e-08
9.47411252,6.17710584e-08,-1.5410224e-07,-4.76548299e-08,-5.53742319e-08
9.47395984,4.17406522e-08,-1.95316624e-07,1.14084878e-08,5.6431978e-10
9.47380716,-1.57437721e-09,-2.22369278e-07,5.80261701e-08,4.99997731e-08
9.47365449,-4.94660103e-08,-2.16437297e-07,6.45869345e-08,7.17928313e-08
9.47350181,-8.94502169e-08,-1.90664304e-07,5.03472546e-08,6.34570839e-08
9.47334913,-1.21959783e-07,-1.64756973e-07,5.38335474e-08,3.6543873e-08
9.47319645,-1.47694512e-07,-1.309199e-07,8.31363606e-08,3.24925723e-09
9.47304377,-1.60526515e-07,-6.66187922e-08,1.10141329e-07,-2.86372777e-08
9.4728911,-1.57285311e-07,2.43578305e-08,1.11401127e-07,-5.20714506e-08
9.47273842,-1.44364138e-07,1.06180511e-07,9.47848304e-08,-6.1955005e-08
9.47258574,-1.29043297e-07,1.47519437e-07,8.03651302e-08,-6.16207734e-08
9.47243306,-1.12577745e-07,1.45867245e-07,7.32993232e-08,-6.0535251e-08
9.47228039,-9.7090073e-08,1.15514803e-07,6.80277303e-08,-6.23261466e-08
9.47212771,-9.05090725e-08,7.22979889e-08,6.64741121e-08,-6.03262379e-08
9.47197503,-9.67583461e-08,3.49347918e-08,7.59243107e-08,-4.75175158e-08
9.47182235,-1.06696651e-07,2.06043959e-08,9.44269e-08,-2.66023362e-08
9.47166967,-1.06599547e-07,2.81894778e-08,1.13044288e-07,-9.03007269e-09
9.471517,-9.29660655e-08,4.00695816e-08,1.30319861e-07,-8.5884975e-09
9.47136432,-7.38175673e-08,4.92345518e-08,1.49966667e-07,-3.51403623e-08
9.47121164,-5.85113325e-08,7.0479766e-08,1.63351223e-07,-8.63725812e-08
9.47105896,-5.11620955e-08,1.15427434e-07,1.49936724e-07,-1.43759313e-07
9.47090629,-5.13614493e-08,1.70724373e-07,1.02890989e-07,-1.85597167e-07
9.47075361,-5.61561324e-08,2.12334858e-07,4.31554978e-08,-2.08766834e-07
9.47060093,-6.1442765e-08,2.28618432e-07,-2.40693974e-09,-2.30333097e-07
9.47044825,-6.34435875e-08,2.18000383e-07,-2.96494576e-08,-2.62743202e-07
9.47029557,-5.85498995e-08,1.79585004e-07,-5.24024862e-08,-2.95183699e-07
9.4701429,-4.32868445e-08,1.24658305e-07,-7.47437704e-08,-3.06366301e-07
9.46999022,-1.82579929e-08,8.60486452e-08,-8.47311033e-08,-2.89200697e-07
9.46983754,9.47836413e-09,9.18574126e-08,-7.83212441e-08,-2.54708693e-07
9.46968486,3.39008237e-08,1.30328268e-07,-7.29543392e-08,-2.1662811e-07
9.46953219,5.81734456e-08,1.59384229e-07,-8.58470514e-08,-1.80902363e-07
